"customer_id","credit_score","country","gender","age","tenure","balance","products_number","credit_card","active_member","estimated_salary","churn"
15806796,516,"Germany","Female",33,10,138847.9,1,1,1,127256.7,0
15799998,608,"France","Female",30,8,85859.76,1,0,0,142730.27,0
15583724,645,"Spain","Female",29,4,0,2,1,1,74346.11,0
15649858,469,"Spain","Male",37,9,96776.49,1,1,1,119890.86,0
15668460,466,"France","Male",29,6,0,2,1,1,2797.27,0
15668081,581,"Spain","Female",50,4,0,2,1,1,80701.72,0
15591047,519,"Spain","Female",47,6,157296.02,2,0,0,147278.43,1
15635240,553,"France","Male",42,1,0,2,0,0,23822.04,0
15771857,513,"Spain","Male",39,7,89039.9,2,1,1,146738.83,0
15747174,526,"Germany","Male",58,9,190298.89,2,1,1,191263.76,0
15659694,634,"Germany","Female",53,3,113781.5,2,1,1,106345.05,1
15614420,531,"Germany","Female",32,0,109570.21,2,1,1,172049.84,0
15612103,627,"Germany","Female",35,2,137852.96,1,1,1,172269.21,1
15792329,494,"Germany","Male",37,5,107106.33,2,1,0,172063.09,0
15702561,782,"France","Male",32,9,0,1,1,1,87566.97,0
15752956,629,"Spain","Male",29,6,0,2,1,1,88842.8,0
15589698,555,"Germany","Male",42,6,107104.5,1,1,1,41304.44,1
15789560,668,"France","Male",42,8,187534.79,1,1,1,32900.41,1
15651389,561,"Spain","Male",24,8,143656.55,1,0,1,180932.46,0
15744044,572,"Germany","Male",47,4,99353.42,1,1,0,196549.85,1
15803633,678,"France","Female",46,1,0,2,0,0,82106.19,0
15628999,732,"France","Male",79,10,61811.23,1,1,1,104222.8,0
15631359,489,"France","Female",38,5,117289.92,1,0,0,85231.88,0
15725664,549,"France","Female",38,8,107283.4,1,0,0,157442.75,0
15716431,775,"France","Female",30,10,191091.74,2,1,1,96170.38,0
15787835,775,"Germany","Female",38,4,125212.65,2,1,1,15795.88,1
15578098,600,"France","Male",31,8,0,2,1,1,121555.51,0
15570004,850,"France","Male",31,3,0,2,1,0,121866.87,0
15604576,850,"Spain","Male",22,3,0,1,1,1,144385.54,0
15586236,704,"France","Male",31,5,132084.66,3,1,1,54474.48,1
15748473,801,"France","Male",38,5,0,2,1,0,66256.27,0
15747960,733,"France","Male",33,3,0,1,1,1,7666.73,0
15756850,479,"France","Male",40,1,0,2,0,0,114996.43,0
15665590,541,"France","Male",46,6,0,2,1,1,83456.67,0
15574331,593,"Germany","Female",62,3,118233.81,1,0,1,24765.53,1
15616088,782,"France","Female",70,7,97072.42,1,0,1,131177.22,0
15782231,521,"France","Male",38,6,0,2,1,0,51454.06,0
15744607,738,"Germany","Male",43,9,121152.05,2,1,0,64166.7,1
15754267,697,"Germany","Male",31,3,108805.42,2,0,1,123825.83,0
15684995,690,"Spain","Male",49,8,116622.73,1,0,1,51011.29,0
15809736,664,"France","Male",46,2,0,1,1,1,177423.02,1
15622305,746,"Germany","Female",33,2,107868.14,2,1,1,146192.4,0
15745326,538,"France","Female",62,3,75051.49,1,0,0,17682.02,1
15626008,622,"Germany","Female",52,9,111973.97,1,1,1,162756.29,1
15600688,600,"France","Female",39,5,0,2,0,0,118272.07,0
15766908,488,"Germany","Male",32,3,114540.38,1,1,0,92568.07,0
15650424,641,"France","Female",48,3,147341.43,1,1,1,157458.61,1
15715888,591,"France","Female",38,2,142289.28,1,0,1,119638.85,0
15587573,626,"Germany","Male",27,4,115084.53,2,0,1,26907.43,0
15573086,564,"France","Male",42,7,99824.45,1,1,1,36721.4,0
15699461,515,"Spain","Male",35,10,176273.95,1,0,1,121277.78,0
15676810,561,"France","Female",31,1,81480.27,2,1,1,65234.6,0
15667934,512,"France","Male",36,0,129804.17,1,1,0,53020.9,0
15730150,540,"Spain","Male",37,0,120825.7,1,1,0,28257.89,0
15636423,715,"France","Male",40,7,0,1,1,1,141359.11,0
15575605,725,"France","Male",38,6,0,2,1,1,158697.28,0
15609704,608,"France","Female",33,4,0,1,1,0,79304.38,1
15627999,590,"Spain","Male",30,3,0,2,1,0,83090.35,0
15674583,768,"France","Male",25,0,78396.08,1,1,1,8316.19,0
15793247,498,"France","Male",34,5,0,2,1,1,91711.66,0
15596713,786,"France","Male",37,7,165896.22,2,1,1,66977.68,0
15653780,621,"France","Female",43,5,0,1,1,1,47578.45,0
15656286,794,"France","Male",33,0,0,2,0,0,178122.71,0
15596710,640,"France","Female",33,1,167298.42,1,0,1,145381.65,0
15626212,616,"France","Male",29,9,0,1,1,1,166984.44,0
15752650,681,"Spain","Female",37,6,121231.39,1,1,1,146366.08,0
15792489,622,"Spain","Male",42,9,0,2,1,0,119127.06,0
15724719,550,"France","Female",22,7,139096.85,1,1,0,129890.94,0
15814690,595,"Germany","Female",64,2,105736.32,1,1,1,89935.73,1
15718773,638,"France","Female",32,0,0,2,1,0,160129.99,0
15721921,796,"France","Male",44,8,165326.2,1,1,1,57205.55,0
15788367,487,"Spain","Male",44,6,61691.45,1,1,1,53087.98,0
15613656,842,"France","Male",58,1,63492.94,1,1,1,83172.19,0
15659962,637,"France","Male",60,3,0,2,1,1,70174.03,0
15617617,811,"Spain","Male",39,7,0,2,1,1,177519.39,0
15601503,578,"Spain","Male",28,4,0,2,0,0,6947.09,0
15791304,604,"Germany","Male",25,7,165413.43,1,1,1,35279.74,0
15769645,612,"France","Female",35,3,0,1,1,1,48108.72,0
15807433,570,"France","Female",43,9,0,2,0,1,11417.26,0
15670668,658,"Germany","Male",29,5,75395.53,2,0,1,54914.92,0
15702149,767,"Germany","Female",33,1,144753.21,1,1,1,132480.75,0
15773779,593,"Spain","Female",46,2,76597.79,1,1,1,54453.72,0
15760825,604,"France","Female",40,1,0,2,1,0,123207.17,0
15753874,694,"France","Male",37,10,143835.47,1,0,1,33326.71,0
15648898,560,"Spain","Female",27,7,124995.98,1,1,1,114669.79,0
15659092,621,"France","Female",50,5,0,2,1,0,191756.54,1
15619889,556,"France","Male",26,4,0,1,1,0,195167.38,0
15591512,564,"Germany","Female",33,2,115761.51,1,0,1,112350.21,1
15648136,658,"Germany","Female",28,9,152812.58,1,1,0,166682.57,0
15671351,624,"Spain","Male",35,2,0,2,1,0,87310.59,0
15656592,646,"Germany","Male",48,8,169023.33,2,1,1,175657.55,0
15767891,619,"Germany","Female",28,6,99152.73,2,1,0,48475.12,0
15716186,586,"France","Female",38,2,0,2,1,0,87168.46,0
15751227,807,"France","Male",47,1,95120.59,1,0,0,127875.1,0
15591628,701,"Germany","Male",41,9,164046.1,1,1,0,49405.93,0
15655123,505,"Spain","Female",45,9,131355.3,3,1,0,195395.33,1
15656096,679,"Spain","Female",26,3,76554.06,1,1,1,184800.27,0
15799641,540,"Spain","Male",39,2,0,2,1,0,81995.92,0
15667889,611,"France","Female",37,6,0,2,1,0,110782.88,0
15789201,603,"Germany","Female",35,9,145623.36,1,1,0,163181.62,0
15667424,682,"Germany","Female",43,7,111094.05,2,1,1,64679.3,0
15730448,538,"Germany","Male",25,5,62482.95,1,1,1,102758.43,0
15666043,520,"France","Male",33,4,156297.58,2,1,1,166102.61,0
15751297,732,"France","Male",36,5,0,2,1,0,161428.25,0
15697597,631,"France","Male",26,1,149144.61,1,0,1,123697.95,0
15724663,654,"Spain","Female",36,5,0,2,0,0,157238.05,0
15664521,659,"Spain","Male",31,7,149620.88,2,1,1,104533.51,0
15645045,659,"France","Female",38,9,0,2,1,1,132809.18,0
15762351,689,"Spain","Female",63,1,0,2,1,1,186526.12,0
15745433,716,"Germany","Female",30,2,205770.78,2,0,0,65464.66,0
15650034,564,"France","Female",28,1,0,1,1,1,162428.05,0
15677288,599,"France","Male",50,3,121159.65,1,0,0,4033.39,1
15763218,661,"France","Female",41,1,0,2,0,1,131300.68,0
15704315,556,"France","Male",34,8,163757.06,1,1,1,104000.06,0
15633729,488,"France","Male",43,10,112751.13,1,1,1,28332,0
15806945,611,"France","Female",30,9,88594.14,1,1,0,196332.45,0
15623102,713,"Spain","Male",38,6,116980.78,2,0,1,76038.38,0
15583026,535,"France","Female",38,0,135919.33,1,1,0,80425.65,0
15706552,533,"France","Male",36,7,85311.7,1,0,1,156731.91,0
15686780,645,"Spain","Female",55,1,133676.65,1,0,1,17095.49,0
15592300,543,"Spain","Male",35,10,59408.63,1,1,0,76773.53,0
15637891,613,"Germany","Female",43,4,140681.68,1,0,1,20134.07,0
15709222,557,"Spain","Male",34,3,0,1,0,1,123427.98,0
15735799,527,"Germany","Male",58,3,137318.42,1,1,1,126144.96,0
15718779,780,"France","Male",34,1,0,1,1,1,64804.04,0
15745804,628,"France","Male",25,7,0,2,1,1,195977.75,0
15735549,810,"Germany","Male",35,3,96814.46,2,1,1,120511.03,0
15656726,771,"France","Male",32,5,62321.62,1,1,1,40920.59,0
15752816,531,"France","Male",29,3,114590.58,1,0,0,75585.48,0
15775318,590,"Spain","Female",51,3,154962.99,3,0,1,191932.27,1
15758726,588,"France","Female",24,0,0,2,1,1,140586.08,0
15769169,645,"France","Male",41,7,0,1,0,1,28667.56,0
15613945,472,"France","Female",26,5,0,2,1,0,108411.66,0
15730345,617,"France","Female",35,2,104508.1,1,1,1,147636.46,0
15784161,583,"Germany","Male",39,8,102945.01,1,0,0,52861.89,0
15680399,772,"France","Male",23,2,0,2,1,0,18364.19,0
15784526,616,"France","Male",44,5,102016.38,1,0,1,178235.37,1
15807989,681,"Germany","Male",37,8,73179.34,2,1,1,25292.53,0
15734970,835,"Spain","Male",38,7,86824.09,1,0,0,175905.97,0
15743759,619,"France","Male",39,5,0,2,1,1,158444.61,0
15805112,578,"France","Male",38,7,82259.29,1,1,0,8996.97,0
15674868,696,"Spain","Female",30,0,0,2,1,1,9002.8,0
15787026,627,"Germany","Male",27,0,185267.45,2,1,1,77027.34,0
15799720,569,"Spain","Male",43,8,161546.68,2,0,1,178187.28,0
15793135,713,"Germany","Female",24,7,147687.24,1,1,1,121592.5,0
15646764,617,"Germany","Female",58,3,119024.75,2,1,0,35199.24,1
15743976,618,"Germany","Male",41,8,37702.79,1,1,1,195775.48,0
15649136,650,"France","Female",43,6,0,2,1,1,16301.91,0
15762332,568,"Germany","Female",31,1,61592.14,2,1,1,61796.64,0
15582841,600,"France","Male",29,8,0,2,0,1,34747.43,0
15674727,777,"France","Female",42,5,147531.82,1,1,1,38819.45,0
15694039,650,"Germany","Female",46,9,149003.76,2,1,0,176902.83,0
15760177,564,"Spain","Male",37,9,100252.18,1,1,1,146033.52,0
15698271,523,"France","Female",26,4,0,2,1,0,185488.81,0
15731989,666,"France","Male",36,4,120165.4,2,1,0,33701.5,0
15684171,660,"Spain","Female",61,5,155931.11,1,1,1,158338.39,0
15746902,793,"Spain","Male",38,9,0,2,1,0,88225.02,0
15666430,579,"France","Male",38,8,0,2,0,0,91763.67,0
15806389,549,"Germany","Female",55,1,137592.31,2,0,1,116548.02,1
15803749,498,"Germany","Female",41,4,87541.06,2,1,1,12577.21,1
15568104,749,"France","Female",26,6,0,2,0,1,34948.77,0
15741180,617,"France","Male",54,6,102141.9,1,1,1,45325.26,0
15611186,609,"France","Male",37,1,39344.83,1,1,1,178291.89,1
15814268,444,"France","Female",40,5,84350.07,1,1,0,143835.76,0
15803456,641,"France","Female",40,9,0,1,0,0,151648.66,1
15621550,535,"Spain","Female",50,1,140292.58,3,0,0,69531.22,1
15785490,771,"France","Male",50,3,105229.72,1,1,1,16281.68,1
15815660,758,"France","Female",34,1,154139.45,1,1,1,60728.89,0
15663826,532,"Spain","Female",66,3,0,1,1,1,115227.02,0
15721658,672,"Spain","Female",56,2,209767.31,2,1,1,150694.42,1
15652883,492,"Germany","Male",39,10,124576.65,2,1,0,148584.61,0
15646161,673,"Spain","Female",37,8,0,2,1,1,183318.79,0
15570629,655,"Germany","Female",72,5,138089.97,2,1,1,99920.41,0
15788676,539,"Spain","Male",38,8,71460.67,2,1,1,10074.05,0
15630704,612,"Germany","Male",32,9,106520.73,2,1,0,177092.16,0
15735078,724,"Germany","Female",53,1,139687.66,2,1,1,12913.92,0
15696674,643,"Germany","Female",45,2,150842.93,1,0,1,2319.96,1
15747043,599,"Spain","Male",36,4,0,2,0,0,13210.56,0
15643630,770,"Spain","Male",55,9,63127.41,2,1,0,185211.28,1
15607330,713,"Spain","Male",42,0,109121.71,1,0,1,167873.49,0
15586699,825,"France","Male",32,9,0,2,0,0,9751.03,0
15732061,850,"Germany","Female",45,1,121874.89,1,0,0,6865.41,1
15639882,528,"France","Male",30,2,128262.72,2,1,0,50771.16,0
15629150,721,"France","Female",37,1,0,2,1,0,70810.8,0
15599078,619,"Germany","Female",41,5,92467.58,1,1,0,38270.47,0
15676645,523,"France","Male",45,5,0,2,1,1,121428.2,0
15669326,658,"France","Male",44,2,168396.34,1,1,1,14178.73,0
15656141,741,"France","Male",39,5,0,1,0,1,40207.06,0
15652069,833,"France","Male",30,1,0,2,1,0,141860.62,0
15751333,695,"France","Female",36,2,0,2,0,1,167749.54,0
15583456,745,"Germany","Male",45,10,117231.63,3,1,1,122381.02,1
15779267,584,"France","Male",47,5,0,2,1,0,89286.29,0
15786170,659,"France","Male",31,4,118342.26,1,0,0,161574.19,0
15674328,670,"France","Female",40,3,47364.45,1,1,1,148579.43,1
15613699,430,"France","Female",60,7,73937.02,1,1,0,161937.62,1
15689152,683,"Spain","Male",38,3,126152.84,1,0,0,15378.75,0
15641850,717,"France","Male",40,0,98241.04,1,1,0,110887.14,0
15705521,548,"Germany","Female",33,0,101084.36,1,1,0,42749.85,0
15727915,507,"France","Male",36,4,83543.37,1,0,0,140134.43,0
15658158,672,"Germany","Female",23,10,110741.56,1,1,0,80778.5,0
15688984,595,"France","Male",20,4,95830.43,1,1,0,177738.98,0
15584785,660,"France","Male",37,2,97324.91,1,1,0,23291.83,0
15665834,696,"Spain","Male",28,8,0,1,0,0,176713.47,0
15800049,728,"Spain","Female",43,5,0,1,1,1,120088.17,0
15634375,710,"Spain","Female",36,8,0,2,0,0,83206.19,0
15709338,544,"France","Female",29,1,118560.55,1,1,1,164137.36,0
15589431,807,"Germany","Male",47,1,171937.27,1,1,1,65636.92,0
15685329,531,"France","Female",63,1,114715.71,1,0,1,24506.95,1
15576065,731,"Spain","Female",40,5,171325.98,1,1,1,159718.27,1
15660646,528,"France","Male",35,3,156687.1,1,1,0,199320.77,0
15705663,700,"Germany","Female",39,5,144550.83,2,1,1,189664.43,0
15631871,616,"Germany","Female",57,7,116936.81,1,1,1,104379.36,0
15664754,640,"Germany","Male",39,9,131607.28,4,0,1,6981.43,1
15661290,785,"Germany","Female",38,9,107199.75,1,0,0,146398.51,0
15663421,527,"Spain","Male",28,6,128396.33,2,1,0,79919.97,0
15673481,726,"Spain","Female",48,6,99906.19,1,1,0,64323.24,0
15580462,607,"Spain","Male",40,1,112544.45,1,1,1,19842.22,0
15592387,566,"France","Male",30,5,0,1,1,0,54926.51,1
15743040,724,"Germany","Male",41,2,127892.57,2,0,1,199645.45,0
15579826,439,"France","Female",66,9,0,1,1,0,65535.56,0
15654096,779,"Germany","Female",24,10,122200.31,2,1,0,43705.56,0
15628523,539,"France","Female",24,3,0,2,1,1,198161.07,0
15664615,689,"Germany","Female",30,5,136650.89,1,1,1,41865.72,1
15594812,806,"Spain","Female",37,2,137794.18,2,0,1,75232.02,0
15785367,651,"France","Female",56,4,0,1,0,0,84383.22,1
15575619,656,"Spain","Female",32,1,104254.27,1,1,1,17034.37,0
15610903,560,"Spain","Female",31,5,125341.69,1,1,0,79547.39,0
15658233,724,"France","Female",41,5,109798.25,1,0,1,149593.61,0
15734044,671,"France","Female",31,7,41299.03,1,0,1,102681.32,0
15666652,781,"France","Female",19,3,0,2,1,1,124297.32,0
15669957,655,"Germany","Male",52,9,144696.75,1,1,1,49025.79,0
15659100,605,"France","Male",33,9,128152.82,1,0,0,147822.81,0
15665943,445,"France","Male",25,6,0,2,1,0,119425.94,0
15685654,514,"Spain","Male",66,9,0,2,1,1,14234.31,0
15781347,600,"France","Female",41,1,0,2,1,1,91193.65,0
15603328,483,"France","Male",27,1,77805.66,1,1,1,2101.89,0
15788022,802,"Germany","Female",41,4,90757.64,2,0,1,169183.66,0
15725039,702,"Spain","Male",32,8,71667.74,1,1,1,126082.18,0
15715988,793,"France","Male",35,2,0,2,1,1,79704.12,0
15650244,786,"Spain","Male",29,7,80895.44,2,1,0,64945.57,0
15582180,561,"France","Male",29,9,120268.13,1,1,1,173870.39,0
15576990,790,"Germany","Female",25,5,152885.77,1,1,0,58214.79,0
15607537,587,"Germany","Male",46,9,107850.82,1,1,0,139431,1
15653776,720,"Germany","Female",57,1,162082.31,4,0,0,27145.73,1
15704483,724,"France","Male",40,6,0,2,0,0,106149.48,0
15698246,658,"France","Female",24,2,0,2,1,1,84694.49,0
15727281,653,"France","Female",27,9,0,2,1,0,96429.29,0
15743478,659,"Germany","Male",39,8,52106.33,2,1,1,107964.36,0
15587266,606,"Germany","Female",27,6,172310.33,1,0,1,111448.92,0
15679145,706,"Spain","Male",57,7,0,1,1,0,17941.16,1
15630592,516,"France","Female",45,4,0,1,1,0,95273.73,1
15662397,640,"France","Female",42,5,176099.13,1,1,1,8404.73,0
15634772,682,"Spain","Female",59,0,122661.39,1,0,1,84803.76,0
15811589,716,"Spain","Male",42,8,0,2,1,0,180800.42,0
15724691,712,"France","Male",34,1,0,2,1,1,195052.12,0
15750837,579,"Germany","Male",41,0,141749.68,1,0,1,9201.53,0
15733705,577,"France","Female",30,8,92472.1,2,0,1,126434.61,0
15693326,641,"France","Female",42,7,125437.14,2,0,0,164128.58,0
15619436,700,"France","Female",32,3,0,1,0,0,95740.37,0
15710012,738,"Spain","Male",44,2,0,2,1,0,43018.82,1
15743538,710,"France","Female",31,1,0,2,1,0,20081.3,0
15634180,729,"Germany","Male",26,4,97268.1,2,1,0,39356.38,0
15749540,585,"France","Male",36,7,0,2,1,0,94283.09,0
15682639,642,"France","Male",32,3,0,2,1,1,88698.83,0
15800793,477,"Germany","Female",39,4,182491.57,1,1,0,185830.72,0
15792360,668,"France","Male",32,7,0,2,1,1,777.37,0
15759250,745,"Germany","Male",51,3,99183.9,1,1,1,28922.25,0
15565706,612,"Spain","Male",35,1,0,1,1,1,83256.26,1
15632472,472,"Spain","Female",32,1,159397.75,1,0,1,57323.18,0
15766183,580,"Germany","Male",76,2,130334.84,2,1,1,51672.08,0
15790744,850,"France","Female",34,9,92899.27,2,1,0,97465.89,0
15659366,807,"France","Male",43,1,105799.32,2,1,0,34888.04,1
15734737,744,"France","Male",56,9,0,2,1,1,169498.61,0
15741988,492,"Germany","Female",52,8,125396.24,1,1,0,10014.72,1
15739576,706,"Spain","Male",20,8,0,2,1,1,12368.11,0
15793307,724,"Spain","Female",41,4,142880.28,3,0,0,185541.2,1
15757759,807,"Spain","Female",28,7,165969.26,3,1,0,156122.13,1
15714046,720,"Spain","Male",33,3,123783.91,2,1,1,142903.44,0
15625092,502,"Germany","Female",57,3,101465.31,1,1,0,43568.31,1
15791700,773,"Germany","Male",47,2,118079.47,4,1,1,143007.49,1
15608541,498,"France","Male",46,1,91857.66,1,1,0,101954.78,1
15792679,575,"France","Male",24,2,0,2,1,1,119927.81,0
15741417,624,"Spain","Female",35,7,119656.45,2,1,1,4595.05,0
15622911,759,"France","Male",42,4,105420.18,1,0,1,121409.06,0
15782531,684,"Spain","Female",31,8,0,2,1,0,188637.05,0
15776596,730,"Spain","Female",39,6,140094.59,1,1,0,172450.04,1
15725076,653,"Spain","Female",27,6,107751.68,2,1,1,33389.42,0
15799186,632,"France","Male",38,4,0,2,0,0,192505.62,0
15701352,611,"Spain","Female",28,3,96381.68,2,1,0,181419.29,0
15624471,850,"France","Male",37,6,0,2,1,0,109291.22,0
15738634,533,"France","Male",47,9,83347.25,1,1,1,137696.25,0
15638963,678,"France","Female",22,4,174852.89,1,1,1,28149.06,0
15601172,672,"France","Male",31,6,91125.75,1,1,0,177295.92,0
15584967,596,"Spain","Male",57,6,0,2,1,1,72402,0
15709354,521,"France","Female",41,2,0,2,1,1,113089.43,0
15641136,629,"France","Male",32,2,0,2,0,1,77965.44,0
15814536,549,"France","Male",37,2,112541.54,2,0,0,47432.43,0
15654211,559,"Spain","Female",27,1,0,1,0,1,1050.33,0
15810660,774,"Germany","Male",34,4,120875.23,2,0,1,113407.26,0
15767871,784,"Spain","Male",48,7,0,2,1,1,182609.97,0
15645778,670,"Spain","Male",42,3,81589.04,1,1,0,188227.8,0
15595136,645,"France","Female",37,1,0,2,1,1,68987.55,0
15589563,531,"Spain","Male",31,2,118899.45,2,0,0,41409.36,0
15632050,779,"France","Female",41,10,99786.2,1,1,0,86927.53,0
15629448,632,"Spain","Male",38,1,120599.21,1,1,0,92816.86,0
15731781,551,"France","Male",43,7,0,2,1,0,178393.68,0
15736043,638,"France","Male",34,6,114543.27,1,1,1,97755.29,0
15805303,661,"Germany","Male",44,1,141136.62,1,1,0,189742.78,1
15741416,707,"France","Male",42,2,16893.59,1,1,1,77502.56,0
15678206,464,"France","Male",46,6,161798.53,1,1,0,182944.47,0
15613097,605,"France","Female",33,4,0,2,0,1,83700.66,0
15795737,771,"Spain","Female",47,3,72664,2,1,1,107874.39,0
15615176,732,"France","Male",26,7,0,2,1,0,154364.66,0
15613017,586,"Germany","Male",32,1,149814.54,1,1,0,31830.06,0
15744770,636,"France","Male",44,2,0,2,0,0,86414.41,0
15697424,597,"Spain","Female",30,2,119370.11,1,1,1,182726.22,1
15628992,850,"Germany","Male",32,2,128647.98,2,0,0,54416.18,0
15734588,684,"France","Male",46,0,0,2,1,1,36376.97,0
15624866,658,"Germany","Male",37,3,168735.74,2,0,0,70370.24,0
15699257,651,"Spain","Male",42,2,143145.87,2,1,0,43612.06,0
15603465,665,"Germany","Female",45,5,155447.65,2,1,0,51871.95,1
15659364,685,"Spain","Male",23,5,164902.43,1,0,0,141152.28,0
15664001,695,"Germany","Female",53,8,95231.91,1,0,0,70140.8,1
15775042,615,"France","Female",23,4,0,2,1,0,196476.19,0
15700654,617,"Germany","Male",44,9,49157.09,2,1,0,53294.17,0
15575694,729,"Spain","Female",45,7,91091.06,2,1,0,71133.12,0
15681755,605,"France","Female",32,5,0,2,1,1,42135.28,0
15807837,640,"France","Female",30,6,107499.7,1,1,1,187632.22,0
15658148,657,"France","Male",38,7,0,2,1,0,185827.74,0
15793842,700,"France","Female",34,2,76322.69,1,1,0,128136.29,0
15730272,619,"France","Male",58,5,152199.33,1,1,1,86022.09,0
15706199,636,"Germany","Male",36,6,96643.32,1,0,0,182059.28,0
15799652,763,"France","Female",38,0,152582.2,2,0,0,31892.82,0
15598259,673,"Germany","Female",41,9,98612.1,1,1,0,151349.35,0
15783007,520,"Germany","Female",45,1,123086.39,1,1,1,41042.4,1
15731790,697,"Germany","Female",38,6,132591.36,1,1,1,7387.8,1
15780779,583,"Spain","Female",40,4,0,2,1,0,114093.73,0
15598892,828,"France","Male",30,4,73070.18,2,0,0,161671.15,0
15680597,784,"Germany","Male",38,1,138515.02,1,1,1,171768.76,0
15800116,712,"Germany","Male",28,4,145605.44,1,0,1,93883.53,0
15567486,634,"Spain","Female",41,4,0,2,1,1,164549.74,0
15570326,621,"France","Male",34,6,0,2,1,1,99128.13,0
15810454,709,"France","Male",32,4,147307.91,1,0,1,40861.55,0
15712849,632,"Germany","Male",41,3,126550.7,1,0,0,177644.52,1
15570533,621,"Germany","Female",55,7,131033.76,1,0,1,75685.59,1
15585580,796,"Germany","Female",52,9,167194.36,1,1,1,62808.93,1
15787318,537,"Germany","Female",47,6,103163.35,1,1,0,16259.64,1
15612444,549,"France","Male",29,3,0,2,1,0,146090.38,0
