"customer_id","credit_score","country","gender","age","tenure","balance","products_number","credit_card","active_member","estimated_salary","churn"
15602312,605,"Spain","Male",33,5,150092.8,1,0,0,71862.79,0
15744689,479,"Germany","Male",35,9,92833.89,1,1,0,99449.86,1
15665790,538,"Germany","Male",39,7,108055.1,2,1,0,27231.26,0
15675522,628,"Germany","Female",30,9,132351.29,2,1,1,74169.13,0
15698028,506,"France","Female",41,1,0,2,1,0,31766.3,0
15661670,524,"Germany","Female",31,8,107818.63,1,1,0,199725.39,1
15682472,828,"France","Male",34,8,129433.34,2,0,0,38131.77,0
15760085,684,"Germany","Female",48,10,126384.42,1,1,1,198129.36,0
15671137,549,"France","Female",52,1,0,1,0,1,8636.05,1
15782688,625,"Germany","Male",56,0,148507.24,1,1,0,46824.08,1
15591607,770,"France","Male",24,9,101827.07,1,1,0,167256.35,0
15718369,795,"Germany","Female",33,9,130862.43,1,1,1,114935.21,0
15677871,687,"France","Male",38,9,122570.87,1,1,1,35608.88,0
15712543,789,"Germany","Male",39,7,124828.46,2,1,1,124411.08,0
15584518,589,"Germany","Female",50,5,144895.05,2,1,1,34941.23,0
15610156,637,"France","Male",40,2,133463.1,1,0,1,93165.34,0
15698932,756,"Germany","Male",44,10,137452.09,1,1,0,189543.9,0
15759618,535,"France","Female",48,9,0,1,1,0,149892.79,1
15689044,539,"France","Male",37,2,127609.59,1,1,0,98646.22,0
15709368,614,"France","Female",43,6,0,2,1,1,109041.53,0
15655007,758,"France","Female",33,7,0,2,0,0,82996.47,0
15680772,721,"Spain","Female",36,2,0,2,1,1,106977.8,0
15658929,683,"Spain","Male",29,0,133702.89,1,1,0,55582.54,1
15588537,615,"Spain","Female",41,9,109013.23,1,1,0,196499.96,0
15574692,667,"Spain","Female",39,2,0,2,1,0,40721.24,1
15587562,484,"France","Female",29,4,130114.39,1,1,0,164017.89,0
15613172,628,"Germany","Male",27,5,95826.49,2,1,0,155996.96,0
15586310,578,"France","Male",30,4,169462.09,1,1,0,112187.11,0
15625524,512,"France","Male",40,5,0,2,1,1,146457.83,0
15645248,510,"France","Female",30,0,0,2,1,1,130553.47,0
15762615,597,"Spain","Female",40,8,101993.12,1,0,1,94774.12,0
15625426,754,"Germany","Female",55,3,161608.81,1,1,0,8080.85,1
15621075,778,"Germany","Female",45,1,162150.42,2,1,0,174531.27,0
15654506,514,"France","Male",32,8,0,2,1,0,95857.18,0
15708710,525,"Spain","Female",37,0,0,1,0,1,131521.72,0
15587421,687,"Germany","Female",34,7,111388.18,2,1,0,148564.76,0
15771086,512,"France","Female",36,3,84327.77,2,1,0,17675.36,0
15679200,580,"Spain","Male",29,9,61710.44,2,1,0,128077.8,0
15811127,521,"France","Male",35,6,96423.84,1,1,0,10488.44,0
15773039,550,"France","Male",37,3,0,1,1,1,179670.31,0
15755262,608,"Spain","Female",41,3,89763.84,1,0,0,199304.74,1
15679531,618,"France","Male",34,5,134954.53,1,1,1,151954.39,0
15684181,643,"France","Male",45,5,0,1,1,0,142513.5,1
15573152,620,"France","Female",41,9,0,2,0,0,88852.47,0
15594917,676,"France","Female",34,1,63095.01,1,1,1,40645.81,0
15785542,572,"Germany","Male",26,4,118287.01,2,0,0,60427.3,0
15680920,695,"France","Male",46,7,49512.55,1,1,0,133007.34,0
15786308,730,"Spain","Female",33,9,0,2,0,0,176576.62,0
15774854,592,"France","Male",54,8,0,1,1,1,28737.71,1
15727829,567,"France","Male",42,2,0,2,1,1,167984.61,0
15699029,670,"France","Male",37,4,170557.91,2,1,0,198252.88,0
15774393,694,"France","Female",30,9,0,2,1,1,26960.31,0
15676895,547,"Germany","Female",39,6,74596.15,3,1,1,85746.52,1
15605461,594,"Germany","Female",29,3,130830.22,1,1,0,61048.53,0
15627000,610,"France","Male",40,0,0,2,1,0,62232.6,0
15787174,512,"France","Female",37,1,0,2,0,1,156105.03,0
15764866,539,"Germany","Female",43,3,116220.5,3,1,0,55803.96,1
15795149,703,"France","Male",28,2,81173.83,2,0,1,162812.16,0
15812009,662,"Spain","Male",38,4,0,2,1,0,136259.65,0
15651001,725,"Germany","Female",39,5,116803.8,1,1,0,124052.97,0
15813844,703,"France","Male",37,8,105961.68,2,0,1,74158.8,0
15576269,523,"Spain","Male",34,7,0,2,1,0,62030.06,0
15599792,545,"France","Female",26,1,0,2,1,1,199638.56,0
15628112,771,"Germany","Female",36,5,77846.9,1,0,0,99805.99,0
15753754,587,"Spain","Female",34,1,0,2,1,1,97932.68,0
15765297,766,"Spain","Male",41,0,0,2,0,1,34283.23,0
15592979,671,"Germany","Female",34,6,37266.67,2,0,0,156917.12,0
15750803,693,"France","Female",30,6,127992.25,1,1,1,50457.2,0
15607178,850,"Germany","Male",38,3,54901.01,1,1,1,140075.55,0
15700696,738,"Spain","Male",31,9,79019.8,1,1,1,18606.23,0
15813163,531,"Spain","Female",36,9,99240.51,1,1,0,123137.01,0
15777076,651,"France","Male",36,7,0,2,1,0,13898.31,0
15717398,549,"Spain","Female",39,7,0,1,0,0,81259.25,1
15799217,791,"Germany","Female",35,7,52436.2,1,1,0,161051.75,0
15787071,650,"Spain","Male",41,9,0,2,0,1,191599.67,0
15796505,811,"Germany","Female",34,1,149297.19,2,1,1,186339.74,0
15725166,707,"France","Male",30,8,0,2,1,0,33159.37,0
15694456,756,"France","Male",62,3,0,1,1,1,11199.04,1
15767339,777,"France","Female",53,10,0,2,1,0,189992.97,0
15683562,646,"France","Male",35,6,84026.86,1,0,1,164255.69,0
15782210,714,"France","Male",46,1,0,1,1,0,152167.79,1
15668893,782,"France","Male",39,8,0,2,1,1,33949.67,0
15643024,479,"Germany","Male",35,4,138718.92,1,1,1,47251.79,1
15699389,807,"France","Male",42,7,118274.71,1,1,1,25885.72,0
15573112,602,"Spain","Male",29,5,103907.28,1,1,0,161229.84,0
15697307,588,"Spain","Male",34,10,0,2,1,0,79078.91,0
15607098,747,"Spain","Female",41,5,94521.17,2,1,0,194926.86,0
15655774,583,"France","Male",27,7,0,2,1,0,51285.49,0
15590241,750,"Spain","Female",34,9,112822.26,1,0,0,150401.53,1
15785819,681,"France","Male",38,3,0,2,1,1,112491.96,0
15774510,714,"France","Female",31,4,125169.26,1,1,1,106636.89,0
15650068,511,"France","Male",58,0,149117.31,1,1,1,162599.51,0
15811490,627,"France","Male",33,5,0,2,1,1,103737.82,0
15624188,712,"France","Female",33,6,0,2,1,1,190686.16,0
15812191,553,"France","Male",33,4,118082.89,1,0,0,94440.45,0
15636673,667,"France","Male",31,1,119266.69,1,1,1,28257.63,0
15773972,614,"France","Male",50,4,137104.47,1,1,0,127166.49,1
15712287,652,"France","Female",80,4,0,2,1,1,188603.07,0
15797960,806,"Germany","Female",59,0,135296.33,1,1,0,182822.5,0
15631868,744,"Spain","Male",36,2,153804.44,1,1,1,87213.33,0
15581539,474,"Spain","Male",37,3,0,2,0,0,57175.32,0
15666252,706,"Spain","Male",42,9,0,2,1,1,28714.34,0
15677512,628,"Spain","Female",22,3,0,1,1,0,85426.28,0
15678910,680,"France","Female",30,8,141441.75,1,1,1,16278.97,0
15682757,734,"France","Male",30,3,0,2,1,0,107640.25,0
15669064,671,"Germany","Male",35,1,144848.74,1,1,1,179012.3,0
15598493,656,"France","Male",50,7,0,2,0,1,72143.44,0
15702669,663,"Germany","Male",44,2,117028.6,2,0,1,144680.18,0
15728669,584,"Germany","Female",30,8,112013.81,1,1,0,177772.03,1
15740476,659,"Germany","Female",32,3,150923.74,2,0,1,174652.51,0
15648064,649,"France","Male",33,2,0,2,1,0,2010.98,0
15659420,659,"Spain","Male",32,3,107594.11,2,1,1,102416.84,0
15593365,762,"Spain","Male",39,2,81273.13,1,1,1,18719.67,0
15661629,522,"Spain","Male",34,9,126436.29,1,1,0,174248.52,1
15592386,520,"France","Male",58,3,0,2,0,1,32790.02,0
15613085,628,"Spain","Female",33,3,0,1,1,1,188193.25,0
15633537,540,"Germany","Female",42,9,87271.41,2,1,0,172572.64,0
15684042,636,"Germany","Male",34,2,40105.51,2,0,1,53512.16,0
15611579,801,"Spain","Male",42,4,141947.67,1,1,1,10598.29,0
15774696,640,"Germany","Female",75,1,106307.91,2,0,1,113428.77,0
15694506,611,"Germany","Male",31,0,107884.81,2,1,1,183487.98,0
15688074,802,"Germany","Male",31,1,125013.72,1,1,1,187658.09,0
15629677,687,"Spain","Female",39,2,0,3,0,0,188150.6,1
15622993,709,"Germany","Male",28,8,124695.72,2,1,0,145251.35,0
15689294,705,"Germany","Male",44,3,105934.96,1,1,0,82463.69,0
15720910,560,"France","Female",66,9,0,1,1,1,15928.49,0
15685226,712,"Germany","Female",29,7,147199.07,1,1,1,84932.4,0
15807432,645,"Germany","Female",37,2,136925.09,2,0,1,153400.24,0
15612187,547,"Germany","Male",32,8,155726.85,1,1,0,67789.99,0
15747795,593,"Germany","Female",38,4,129499.42,1,1,1,154071.27,0
15732674,443,"Spain","Male",36,6,70438.01,2,0,1,56937.43,0
15642291,685,"France","Male",23,8,0,2,1,1,112239.03,0
15566594,709,"Spain","Male",23,10,0,2,0,0,129590.18,0
15686302,745,"Spain","Female",31,3,124328.84,1,1,1,140451.52,0
15801559,693,"Germany","Female",41,9,181461.48,3,1,1,187929.43,1
15720559,487,"Germany","Female",61,5,110368.03,1,0,0,11384.45,1
15810418,756,"Germany","Female",60,3,115924.89,1,1,0,93524.19,1
15674551,535,"Germany","Male",40,7,111756.5,1,1,0,8128.32,1
15622834,678,"France","Female",35,4,0,1,1,0,125518.32,0
15806964,702,"France","Male",45,0,80793.58,1,1,1,27474.81,0
15576313,486,"Germany","Female",40,9,71340.09,1,1,0,76192.21,0
15806467,568,"Germany","Male",40,1,99282.63,1,0,0,134600.94,1
15597602,619,"Germany","Male",57,3,137946.39,1,1,1,72467.99,1
15595039,545,"Germany","Female",37,8,114754.08,1,1,0,136050.44,1
15581197,762,"France","Female",51,3,99286.98,1,0,1,85578.63,0
15693737,627,"Germany","Female",30,4,79871.02,2,1,0,129826.89,0
15782735,626,"France","Female",35,3,0,1,0,0,80190.36,0
15672145,534,"France","Female",34,7,121551.58,2,1,1,70179,0
15732628,745,"France","Male",46,2,122220.19,1,1,1,118024.1,0
15730460,722,"France","Male",37,2,0,1,0,0,120906.83,0
15794396,494,"Germany","Female",38,7,174937.64,1,1,0,40084.32,0
15707362,514,"Germany","Male",43,1,95556.31,1,0,1,199273.98,1
15732778,468,"Germany","Male",29,1,111681.98,2,1,1,195711.16,0
15773792,662,"France","Female",32,4,133950.37,1,1,1,48725.68,1
15663252,850,"Spain","Female",32,9,0,2,1,1,18924.92,0
15749167,753,"France","Male",35,3,0,2,1,1,184843.77,0
15759298,631,"Spain","Male",27,10,134169.62,1,1,1,176730.02,0
15681705,785,"France","Male",28,8,0,2,1,0,77231.27,0
15798888,605,"Germany","Female",31,1,117992.59,1,1,1,183598.77,0
15797736,658,"France","Male",29,4,80262.6,1,1,1,20612.82,0
15695585,788,"Spain","Male",34,6,156478.62,1,0,1,181196.76,0
15744398,525,"France","Female",23,5,0,2,1,0,160249.1,0
15750658,798,"France","Male",37,8,0,3,0,0,110783.28,0
15578186,486,"Germany","Male",37,9,115217.99,2,1,0,144995.33,0
15637954,730,"France","Female",35,0,155470.55,1,1,1,53718.28,0
15613772,542,"France","Male",39,3,135096.77,1,1,1,14353.43,1
15731744,692,"France","Male",30,2,0,2,0,1,130486.57,0
15807709,714,"Germany","Female",55,9,180075.22,1,1,1,100127.71,0
15699005,710,"France","Female",41,2,156067.05,1,1,1,9983.88,0
15662403,622,"France","Female",32,6,169089.38,2,1,0,101057.95,0
15733616,806,"France","Male",40,5,80613.93,1,1,1,142838.64,0
15727688,555,"Spain","Male",32,4,0,2,1,1,54405.79,0
15715941,692,"France","Male",54,5,0,2,1,1,88721.84,0
15677307,684,"Germany","Female",40,6,137326.65,1,1,0,186976.6,0
15773890,733,"France","Male",22,5,0,2,1,1,117202.19,0
15568506,524,"Germany","Female",31,10,67238.98,2,1,1,161811.23,0
15593601,734,"France","Male",34,6,133598.4,1,1,1,13107.24,0
15682048,605,"France","Female",51,3,136188.78,1,1,1,67110.59,1
15752081,468,"France","Female",56,10,0,3,0,1,62256.87,1
15573318,610,"France","Male",26,8,0,2,1,0,166031.08,0
15694272,673,"France","Male",30,1,64097.75,1,1,1,77783.35,0
15567832,550,"France","Female",40,7,114354.95,1,1,0,54018.93,0
15794142,564,"Germany","Female",62,5,114931.35,3,0,1,18260.98,1
15762729,745,"Germany","Female",28,1,111071.36,1,1,0,73275.96,1
15667896,833,"France","Male",37,8,151226.18,2,1,1,136129.49,0
15776223,597,"France","Female",42,4,64740.12,1,1,1,106841.12,0
15705953,721,"Spain","Male",51,0,169312.13,1,1,0,109078.35,1
15720187,479,"Germany","Female",30,7,143964.36,2,1,0,41879.99,0
15595440,508,"France","Male",49,7,122451.46,2,1,1,75808.1,0
15750141,721,"Germany","Female",36,3,65253.07,2,1,0,28737.78,0
15657284,674,"Germany","Male",47,6,106901.94,1,1,1,2079.2,1
15711309,574,"Germany","Male",33,3,129834.67,1,1,0,193131.42,0
15717046,741,"Spain","Male",53,3,0,2,1,1,38913.68,0
15571816,850,"Spain","Female",70,5,0,1,1,1,705.18,0
15670080,584,"Germany","Female",29,7,105204.01,1,0,1,138490.03,0
15800440,650,"Spain","Male",61,1,152968.73,1,0,1,82970.69,0
15665956,509,"France","Female",46,1,0,1,1,0,71244.59,1
15788126,689,"Spain","Female",38,6,121021.05,1,1,1,12182.15,0
15706647,761,"France","Male",31,7,0,3,1,1,166698.18,0
15633922,755,"France","Male",30,4,123217.66,2,0,1,144183.1,0
15734674,593,"France","Female",41,6,0,1,1,0,65170.66,0
15576352,586,"Spain","Female",57,3,0,2,0,1,6057.81,0
15718057,760,"France","Female",51,2,100946.71,1,0,0,179614.8,1
15680998,725,"France","Male",44,5,0,1,1,1,117356.14,0
15604044,700,"France","Male",38,8,134811.3,1,1,0,1299.75,0
15679587,666,"France","Female",34,9,115897.12,1,1,1,25095.03,0
15775153,630,"Spain","Male",32,4,82034,1,0,0,146326.45,0
15567446,646,"Germany","Male",39,9,111574.41,1,1,1,30838.51,0
15637476,683,"Germany","Female",57,5,162448.69,1,0,0,9221.78,1
15714939,484,"Germany","Female",34,4,148249.54,1,0,1,33738.27,0
15645569,762,"Spain","Female",26,7,123709.46,2,1,1,169654.57,0
15586585,698,"Germany","Female",51,2,111018.98,1,1,0,86410.28,0
15603203,650,"France","Female",27,6,0,2,1,0,1002.39,0
15805062,667,"Spain","Male",38,1,87202.38,1,1,1,77866.91,0
15660271,688,"Germany","Male",26,8,146133.39,1,1,1,175296.76,0
15745295,727,"Spain","Female",31,0,0,1,1,0,121751.04,1
15766575,612,"Germany","Female",62,8,140745.33,1,1,0,193437.89,1
15603134,656,"Spain","Female",40,10,167878.5,1,0,1,151887.16,0
15773456,678,"Germany","Male",36,3,145747.67,2,0,1,89566.74,0
15745307,477,"Spain","Female",48,2,129120.64,1,0,1,26475.79,0
15604119,850,"Spain","Male",35,7,110349.82,1,0,0,126355.8,0
15626900,427,"France","Male",29,1,141325.56,1,1,1,93839.3,0
15692463,799,"Spain","Female",28,3,142253.65,1,1,0,45042.56,0
15712403,589,"France","Female",61,1,0,1,1,0,61108.56,1
15811762,583,"Germany","Female",54,6,115988.86,1,1,0,57553.98,1
15633648,696,"Spain","Female",51,5,0,2,1,0,55022.43,0
15603323,660,"Spain","Female",33,1,0,2,0,0,117834.91,0
15583725,682,"France","Male",48,1,138778.15,1,0,1,168840.23,0
15588350,744,"France","Female",43,10,147832.15,1,0,1,24234.11,0
15633064,438,"France","Female",36,4,0,2,1,0,64420.5,0
15703119,652,"France","Male",38,6,0,2,1,1,145700.22,0
15711889,668,"France","Male",42,3,150461.07,1,1,0,108139.23,0
15751710,729,"Spain","Male",31,8,164870.81,2,1,1,9567.39,0
15692926,498,"Germany","Male",25,8,121702.73,1,1,1,132210.49,0
15592937,632,"Germany","Female",41,3,81877.38,1,1,1,33642.21,0
15745621,640,"Spain","Female",32,6,118879.35,2,1,1,19131.71,0
15642394,529,"Spain","Male",35,5,0,2,1,1,187288.5,0
15607040,593,"Spain","Female",38,4,88736.44,2,1,0,67020.03,0
15715142,739,"Germany","Male",45,7,102703.62,1,0,1,147802.94,1
15810978,788,"Spain","Female",70,1,0,2,1,1,41610.62,0
15668886,684,"Spain","Female",38,3,0,2,1,0,44255.65,0
15780804,482,"France","Male",55,5,97318.25,1,0,1,78416.14,0
15786905,749,"Germany","Female",40,8,141782.57,2,0,0,86333.63,0
15600337,661,"Spain","Male",42,2,178820.91,1,0,0,29358.57,1
15801277,715,"France","Female",31,2,112212.14,2,1,1,181600.72,0
15589493,716,"Germany","Male",27,1,122552.34,2,1,0,67611.36,0
15688251,767,"France","Male",43,1,76408.85,2,1,0,77837.63,0
15740900,589,"France","Male",34,6,0,2,1,1,177896.92,0
15727299,445,"Spain","Male",62,1,64119.38,1,1,1,76569.64,1
15620204,543,"Germany","Female",57,1,106138.33,2,1,1,120657.32,1
15736534,742,"Germany","Male",33,0,181656.51,1,1,1,107667.91,0
15803457,750,"France","Female",32,5,0,2,1,0,95611.47,0
15603436,594,"Spain","Female",49,2,126615.94,2,0,1,123214.74,0
15566292,574,"Spain","Male",36,1,0,2,0,1,71709.12,0
15808621,659,"Germany","Male",36,2,76190.48,2,1,1,149066.14,0
15776231,626,"Germany","Male",35,4,88109.81,1,1,1,32825.5,0
15773809,620,"France","Male",42,4,0,2,1,0,6232.31,0
15722548,540,"France","Male",48,0,148116.48,1,0,0,116973.48,0
15650288,634,"Germany","Male",35,6,116269.01,1,1,0,129964.94,0
15716164,501,"France","Female",41,3,144260.5,1,1,0,172114.67,0
15804072,701,"Spain","Female",42,5,0,2,0,0,24210.56,0
15696859,474,"France","Male",45,10,0,2,0,0,172175.9,0
15578761,459,"Spain","Female",42,6,129634.25,2,1,1,177683.02,1
15736879,669,"France","Male",23,1,0,2,0,0,66088.83,0
15612525,499,"France","Female",57,1,0,1,0,0,131372.38,1
15812750,591,"France","Male",24,6,147360,1,1,1,25310.82,0
15790757,769,"France","Female",25,10,0,2,0,0,187925.75,0
15612966,545,"Germany","Female",60,7,128981.07,1,0,1,176924.21,1
15716835,546,"France","Male",24,8,156325.38,1,1,1,125381.02,0
15696231,635,"France","Male",29,7,105405.97,1,1,1,149853.89,0
15641675,611,"France","Female",49,2,88915.37,3,0,0,161435.02,1
15640059,606,"France","Male",40,5,0,2,1,1,70899.27,0
15698839,460,"Germany","Male",46,4,127559.97,2,1,1,126952.5,0
15677305,490,"France","Female",35,7,107749.03,1,1,1,3937.37,0
15685997,838,"Spain","Female",39,5,166733.92,2,1,0,14279.44,0
15815364,736,"Spain","Female",28,2,0,2,1,1,117431.1,0
15625944,664,"France","Male",58,5,98668.18,1,1,1,60887.58,0
15622750,742,"Germany","Female",21,1,114292.48,1,1,0,31520.4,0
15672056,710,"Germany","Male",43,2,140080.32,3,1,1,157908.19,1
15810864,700,"France","Female",82,2,0,2,0,1,182055.36,0
15677921,720,"Germany","Male",60,9,115920.62,2,0,0,157552.08,1
15584091,742,"Germany","Female",36,2,129748.54,2,0,0,47271.61,1
15640442,717,"France","Male",31,4,129722.57,1,0,0,41176.6,0
15628936,692,"Spain","Male",28,9,118945.09,1,0,0,16064.25,1
15797227,754,"France","Male",28,8,0,2,1,1,52615.62,0
15654060,517,"France","Male",41,2,0,2,0,1,75937.47,0
15745196,571,"France","Female",35,8,0,2,0,0,84569.13,0
15763431,698,"France","Male",36,2,82275.35,2,1,1,93249.26,0
15707473,850,"Germany","Female",48,6,111962.99,1,1,0,111755.8,0
15686870,761,"Germany","Male",36,8,108239.11,2,0,0,99444.02,0
15570134,683,"France","Female",35,6,187530.66,2,1,1,37976.36,0
15567367,601,"Germany","Female",42,9,133636.16,1,0,1,103315.74,0
15747542,605,"France","Male",52,7,0,2,1,1,173952.5,0
15762238,671,"Germany","Female",44,0,84745.03,2,0,1,34673.98,0
15640280,850,"France","Male",39,4,127771.35,2,0,1,151738.54,0
15756026,790,"Spain","Female",46,9,0,1,0,0,14679.81,1
15798906,628,"France","Male",69,5,0,2,1,1,181964.6,0
15708917,598,"Germany","Male",53,10,167772.96,1,1,1,136886.86,0
15775306,421,"Germany","Male",28,8,122384.22,3,1,1,89017.38,1
15806438,580,"Germany","Female",42,2,123331.36,1,0,0,103516.08,1
15591969,497,"Spain","Male",27,9,75263.16,1,1,1,164825.04,0
15747807,720,"France","Female",43,6,137824.03,2,1,0,172557.77,0
15757811,732,"Spain","Female",69,9,137453.43,1,0,1,110932.24,1
15603830,600,"Spain","Male",36,4,0,2,1,0,143635.36,0
15596914,630,"Germany","Female",31,2,112373.49,2,1,1,131167.98,0
15639788,577,"France","Female",39,10,0,2,1,0,10553.31,0
15726234,708,"Spain","Female",41,5,0,1,0,1,157003.99,0
15780628,633,"France","Female",30,6,0,2,0,0,41642.29,0
15585036,694,"Spain","Female",37,3,0,2,1,1,147012.22,0
15672012,773,"Spain","Female",41,5,0,1,1,0,28266.9,1
15806983,640,"France","Male",44,3,137148.68,1,1,0,92381.01,0
15592222,505,"France","Male",49,7,80001.23,1,0,0,135180.11,0
15586959,468,"France","Female",42,5,0,2,1,0,125305.34,0
15725811,705,"France","Male",25,0,97544.29,1,0,1,59887.15,0
15677610,511,"Germany","Female",41,8,153895.65,1,1,1,39087.42,0
15693864,567,"Germany","Female",49,5,134956.02,1,1,0,93953.84,1
15760550,741,"Spain","Male",39,7,143637.58,2,0,1,174227.66,0
15686137,456,"Spain","Male",32,9,147506.25,1,1,1,135399.21,0
15646810,603,"Germany","Male",44,6,108122.39,2,1,0,108488.33,1
15710424,435,"France","Male",36,4,0,1,1,1,197015.2,0
15799422,535,"France","Female",40,8,0,1,1,1,27689.77,0
15692750,629,"Germany","Female",45,7,129818.39,3,1,0,9217.55,1
15794549,722,"France","Female",35,2,163943.89,2,1,1,15068.18,0
15581229,502,"Germany","Female",32,1,173340.83,1,0,1,122763.95,0
15697497,518,"France","Female",45,9,105525.65,2,1,1,73418.29,0
15585362,749,"France","Female",60,6,0,1,1,0,17978.68,1
15571928,679,"France","Female",43,4,0,3,1,0,115136.51,1
15777211,515,"France","Male",65,7,92113.61,1,1,1,142548.33,0
15625021,585,"France","Male",42,2,0,2,1,1,18657.77,0
15600462,542,"France","Female",43,8,145618.37,1,0,1,10350.74,0
15768104,788,"Spain","Male",37,8,141541.25,1,0,0,66013.27,0
15780140,435,"Germany","Male",32,2,57017.06,2,1,1,5907.11,0
15669987,728,"Germany","Female",35,8,125884.95,2,1,0,54359.02,1
15782390,621,"France","Female",40,6,0,1,1,0,155155.25,0
15632210,657,"Germany","Male",25,2,171770.55,1,1,0,22745.5,0
15814275,685,"France","Male",33,6,174912.72,1,1,1,43932.54,0
15693814,806,"Spain","Male",25,7,0,2,1,0,18461.9,0
15599660,604,"France","Male",36,6,116229.85,2,1,1,79633.38,0
15746490,648,"Spain","Female",53,6,111201.41,1,1,1,121542.29,0
15655961,756,"Germany","Male",27,1,131899,1,1,0,93302.29,0
15719856,646,"France","Female",45,3,47134.75,1,1,1,57236.44,0
15633461,639,"Germany","Male",38,5,130170.82,1,1,1,149599.62,0
15677135,520,"Germany","Male",61,8,133802.29,2,1,1,90304.01,0
15790782,661,"Spain","Male",39,6,132628.98,1,0,0,38812.67,0
15737795,512,"Spain","Male",36,1,0,1,0,1,135482.26,1
15790299,592,"Spain","Male",37,9,0,3,1,1,10656.89,0
15613630,775,"France","Male",52,8,109922.61,1,1,1,96823.32,1
15662100,850,"Germany","Female",44,5,128605.32,1,0,1,171096.2,0
15599289,724,"France","Female",37,10,68598.56,1,1,0,157862.82,0
15676521,696,"France","Female",31,8,0,2,0,0,191074.11,0
15781465,675,"Germany","Female",29,8,121326.42,1,1,0,133457.52,0
15709295,697,"Spain","Female",25,5,82931.85,2,1,1,128373.88,0
15630328,635,"France","Female",48,8,130796.33,2,1,1,43250.3,0
15571002,706,"France","Female",44,4,129605.99,1,0,0,69865.49,0
15731522,771,"Spain","Female",67,8,0,2,1,1,51219.8,0
15619529,531,"Spain","Male",27,8,132576.25,1,0,0,7222.92,0
15628034,629,"France","Female",37,6,129101.3,1,1,1,23971.33,0
15686164,850,"Germany","Female",31,1,108822.4,1,1,1,132173.31,0
15753831,642,"Spain","Male",32,7,100433.8,1,1,1,39768.59,0
15731815,529,"Spain","Male",63,4,96134.11,3,1,0,108732.96,1
15720893,637,"Spain","Female",34,9,0,2,0,0,26057.08,0
15641009,544,"France","Male",37,3,84496.71,1,0,0,79972.09,0
15801488,723,"France","Male",25,3,0,2,1,1,134509.47,0
15705620,730,"France","Male",34,5,122453.37,2,1,0,138882.98,0
15799515,652,"France","Female",48,8,133297.24,1,1,0,77764.37,0
15624729,594,"France","Male",27,0,197041.8,1,0,0,151912.49,0
15807008,614,"Germany","Female",35,6,128100.28,1,0,0,69454.24,1
15756475,551,"Germany","Male",31,9,82293.82,2,1,1,91565.25,0
15681206,722,"France","Female",49,3,168197.66,1,1,0,140765.57,1
